Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
641,Thibault De Smet,be,DF,,Reims,Ligue 1,22,1998,5.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
642,Lucas Deaux,fr,MF,DF,Nîmes,Ligue 1,31,1988,19.5,1,13,4,30.8,0.67,0.21,0.08,0.25,18.9,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches
643,Mathieu Debuchy,fr,DF,,Saint-Étienne,Ligue 1,35,1985,23.4,2,26,7,26.9,1.11,0.30,0.08,0.29,13.5,0,0,0,2.7,2.7,0.10,-0.7,-0.7,Matches
644,Grégoire Defrel,mq,MF,FW,Sassuolo,Serie A,29,1991,14.8,3,22,9,40.9,1.48,0.61,0.14,0.33,18.1,0,0,0,2.1,2.1,0.10,+0.9,+0.9,Matches
645,Alessandro Deiola,it,MF,,Spezia,Serie A,24,1995,4.0,0,5,1,20.0,1.25,0.25,0.00,0.00,24.1,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
646,Alessandro Deiola,it,MF,,Cagliari,Serie A,24,1995,6.8,0,6,1,16.7,0.88,0.15,0.00,0.00,22.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
647,Romain Del Castillo,fr,MF,FW,Rennes,Ligue 1,24,1996,7.2,0,16,5,31.3,2.21,0.69,0.00,0.00,19.7,1,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches
648,Lorenzo Del Pinto,it,MF,,Benevento,Serie A,30,1990,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
649,Thomas Delaine,fr,DF,FW,Metz,Ligue 1,28,1992,19.8,3,18,10,55.6,0.91,0.51,0.17,0.30,21.1,0,0,0,1.7,1.7,0.09,+1.3,+1.3,Matches
650,Thomas Delaney,dk,MF,,Dortmund,Bundesliga,28,1991,14.3,1,8,3,37.5,0.56,0.21,0.13,0.33,13.5,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
651,Liam Delap,eng,FW,,Manchester City,Premier League,17,2003,0.4,0,1,0,0.0,2.25,0.00,0.00,,13.0,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
652,Jonathan Delaplace,fr,DF,,Lorient,Ligue 1,34,1986,10.1,0,5,0,0.0,0.50,0.00,0.00,,21.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
653,Sacha Delaye,fr,MF,,Montpellier,Ligue 1,18,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
654,Cristian Dell'Orco,it,DF,,Spezia,Serie A,26,1994,2.9,0,1,0,0.0,0.34,0.00,0.00,,7.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
655,Andy Delort,dz,FW,,Montpellier,Ligue 1,28,1991,27.6,15,90,35,38.9,3.26,1.27,0.17,0.43,16.7,2,0,1,12.8,12.0,0.14,+2.2,+3.0,Matches
656,Fabian Delph,eng,MF,DF,Everton,Premier League,30,1989,3.0,0,1,0,0.0,0.34,0.00,0.00,,31.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
657,Moussa Dembélé,fr,FW,,Atlético Madrid,La Liga,24,1996,1.1,0,6,2,33.3,5.40,1.80,0.00,0.00,10.5,0,0,0,1.0,1.0,0.17,-1.0,-1.0,Matches
658,Moussa Dembélé,fr,FW,,Lyon,Ligue 1,24,1996,7.5,1,30,9,30.0,3.99,1.20,0.03,0.11,13.5,1,0,0,5.3,5.3,0.18,-4.3,-4.3,Matches
659,Ousmane Dembélé,fr,FW,,Barcelona,La Liga,23,1997,19.7,6,55,21,38.2,2.79,1.07,0.11,0.29,17.1,0,0,0,5.6,5.6,0.10,+0.4,+0.4,Matches
660,Merih Demiral,tr,DF,,Juventus,Serie A,22,1998,10.4,0,6,2,33.3,0.57,0.19,0.00,0.00,11.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
661,Kerem Demirbay,de,MF,,Leverkusen,Bundesliga,27,1993,19.4,4,44,13,29.5,2.27,0.67,0.09,0.31,24.2,5,0,0,3.5,3.5,0.08,+0.5,+0.5,Matches
662,Ermedin Demirović,ba,FW,,Freiburg,Bundesliga,22,1998,16.6,5,42,19,45.2,2.52,1.14,0.12,0.26,14.3,0,0,0,4.9,4.9,0.12,+0.1,+0.1,Matches
663,Diego Demme,de,MF,,Napoli,Serie A,28,1991,17.7,2,14,6,42.9,0.79,0.34,0.14,0.33,16.3,0,0,0,1.2,1.2,0.08,+0.8,+0.8,Matches
664,Jason Denayer,be,DF,,Lyon,Ligue 1,25,1995,29.0,1,5,1,20.0,0.17,0.03,0.20,1.00,18.5,0,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches
665,Leander Dendoncker,be,MF,DF,Wolves,Premier League,25,1995,27.8,1,31,8,25.8,1.11,0.29,0.03,0.13,15.0,0,0,0,3.1,3.1,0.10,-2.1,-2.1,Matches
666,Kévin Denkey,tg,FW,,Nîmes,Ligue 1,19,2000,5.8,1,18,8,44.4,3.09,1.37,0.06,0.13,14.6,0,0,0,2.1,2.1,0.12,-1.1,-1.1,Matches
667,Emmanuel Dennis,ng,FW,,Köln,Bundesliga,22,1997,5.3,0,5,0,0.0,0.95,0.00,0.00,,13.4,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
668,Stefano Denswil,sr,DF,,Bologna,Serie A,27,1993,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
669,Fabio Depaoli,it,DF,,Benevento,Serie A,23,1997,12.4,0,8,2,25.0,0.64,0.16,0.00,0.00,20.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
670,Fabio Depaoli,it,MF,,Sampdoria,Serie A,23,1997,0.9,0,2,1,50.0,2.34,1.17,0.00,0.00,16.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
671,Fabio Depaoli,it,DF,,Atalanta,Serie A,23,1997,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
672,Clément Depres,fr,FW,,Nîmes,Ligue 1,25,1994,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
673,Mike van der Hoorn,nl,DF,,Arminia,Bundesliga,27,1992,15.1,0,5,2,40.0,0.33,0.13,0.00,0.00,11.1,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
674,Kastriot Dermaku,al,DF,,Parma,Serie A,28,1992,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
675,Kiril Despodov,bg,FW,,Cagliari,Serie A,23,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
676,Sergiño Dest,us,DF,FW,Barcelona,La Liga,19,2000,21.2,2,14,5,35.7,0.66,0.24,0.14,0.40,15.3,0,0,0,1.7,1.7,0.12,+0.3,+0.3,Matches
677,Mattia Destro,it,FW,,Genoa,Serie A,29,1991,17.8,11,37,22,59.5,2.07,1.23,0.30,0.50,12.1,0,0,0,6.2,6.2,0.17,+4.8,+4.8,Matches
678,Gerard Deulofeu,es,FW,MF,Udinese,Serie A,26,1994,6.6,1,17,9,52.9,2.56,1.35,0.06,0.11,16.1,1,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches
679,Deyverson,br,FW,,Alavés,La Liga,29,1991,9.7,1,14,2,14.3,1.44,0.21,0.07,0.50,16.6,0,0,0,1.5,1.5,0.10,-0.5,-0.5,Matches
680,Jacopo Dezi,it,FW,MF,Parma,Serie A,28,1992,0.9,0,1,0,0.0,1.14,0.00,0.00,,21.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
681,Samuel Di Carmine,it,FW,,Hellas Verona,Serie A,31,1988,5.6,0,9,2,22.2,1.62,0.36,0.00,0.00,7.3,0,0,0,1.4,1.4,0.23,-1.4,-1.4,Matches
682,Samuel Di Carmine,it,FW,,Crotone,Serie A,31,1988,5.3,0,6,1,16.7,1.14,0.19,0.00,0.00,12.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
683,Giovanni Di Lorenzo,it,DF,,Napoli,Serie A,26,1993,36.0,3,28,12,42.9,0.78,0.33,0.11,0.25,12.4,0,0,0,3.8,3.8,0.14,-0.8,-0.8,Matches
684,Ángel Di María,ar,FW,MF,Paris S-G,Ligue 1,32,1988,20.6,4,60,17,28.3,2.91,0.83,0.07,0.24,21.5,6,0,0,4.7,4.7,0.08,-0.7,-0.7,Matches
685,Alessandro Di Pardo,it,FW,DF,Juventus,Serie A,21,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
686,Giuseppe Di Serio,it,FW,MF,Benevento,Serie A,19,2001,3.2,0,4,2,50.0,1.23,0.62,0.00,0.00,16.6,0,0,0,0.6,0.6,0.16,-0.6,-0.6,Matches
687,Boulaye Dia,sn,FW,MF,Reims,Ligue 1,23,1996,32.6,14,58,22,37.9,1.78,0.68,0.16,0.41,16.2,0,5,5,12.5,8.6,0.15,+1.5,+0.4,Matches
688,Abdoulay Diaby,ml,DF,,Getafe,La Liga,29,1991,0.2,0,1,0,0.0,5.00,0.00,0.00,,15.0,0,0,0,0.3,0.3,0.26,-0.3,-0.3,Matches
689,Moussa Diaby,fr,FW,MF,Leverkusen,Bundesliga,21,1999,26.5,4,50,25,50.0,1.88,0.94,0.08,0.16,18.6,0,0,0,4.6,4.6,0.09,-0.6,-0.6,Matches
690,Mbaye Diagne,sn,FW,,West Brom,Premier League,28,1991,13.2,3,25,9,36.0,1.89,0.68,0.12,0.33,10.4,0,0,0,6.6,6.6,0.27,-3.6,-3.6,Matches
691,Mouctar Diakhaby,gn,DF,,Valencia,La Liga,23,1996,23.1,1,11,4,36.4,0.48,0.17,0.09,0.25,11.7,0,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches
692,Abdou Diallo,sn,DF,,Paris S-G,Ligue 1,24,1996,16.6,0,4,0,0.0,0.24,0.00,0.00,,14.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
693,Amad Diallo,ci,FW,,Manchester Utd,Premier League,18,2002,1.8,0,1,1,100.0,0.54,0.54,0.00,0.00,25.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
694,Amad Diallo,ci,MF,,Atalanta,Serie A,18,2002,0.2,0,1,0,0.0,6.43,0.00,0.00,,23.3,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
695,Habib Diallo,sn,FW,,Strasbourg,Ligue 1,25,1995,25.8,9,52,20,38.5,2.02,0.78,0.15,0.40,16.8,0,1,1,7.6,6.8,0.13,+1.4,+1.2,Matches
696,Habib Diallo,sn,FW,MF,Metz,Ligue 1,25,1995,1.6,0,2,0,0.0,1.26,0.00,0.00,,9.2,0,0,0,0.4,0.4,0.20,-0.4,-0.4,Matches
697,Ibrahima Diallo,fr,MF,,Southampton,Premier League,21,1999,11.3,0,7,1,14.3,0.62,0.09,0.00,0.00,22.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
698,Ibrahima Diallo,fr,MF,,Brest,Ligue 1,21,1999,4.9,0,1,0,0.0,0.20,0.00,0.00,,36.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
699,Amadou Diambo,gh,FW,,Benevento,Serie A,19,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
700,Grady Diangana,cd,MF,FW,West Brom,Premier League,22,1998,13.7,1,14,4,28.6,1.02,0.29,0.07,0.25,17.4,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
701,Stéphane Diarra,fr,MF,FW,Lorient,Ligue 1,21,1998,2.2,0,2,2,100.0,0.91,0.91,0.00,0.00,23.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
702,Rúben Dias,pt,DF,,Manchester City,Premier League,23,1997,31.6,1,14,6,42.9,0.44,0.19,0.07,0.17,8.3,0,0,0,1.9,1.9,0.13,-0.9,-0.9,Matches
703,Krépin Diatta,sn,MF,DF,Monaco,Ligue 1,21,1999,4.3,1,3,1,33.3,0.69,0.23,0.33,1.00,16.0,0,0,0,0.4,0.4,0.14,+0.6,+0.6,Matches
704,Amadou Diawara,gn,MF,,Roma,Serie A,23,1997,7.3,1,7,4,57.1,0.96,0.55,0.14,0.25,18.1,0,0,0,0.9,0.9,0.18,+0.1,+0.1,Matches
705,Brahim Díaz,ma,MF,FW,Milan,Serie A,20,1999,13.6,4,26,8,30.8,1.91,0.59,0.15,0.50,16.8,0,0,0,3.4,3.4,0.13,+0.6,+0.6,Matches
706,Víctor Díaz,es,DF,,Granada,La Liga,32,1988,9.2,0,5,1,20.0,0.54,0.11,0.00,0.00,26.6,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
707,Daniel Didavi,de,MF,FW,Stuttgart,Bundesliga,30,1990,10.8,4,23,7,30.4,2.13,0.65,0.17,0.57,18.6,4,0,0,2.8,2.8,0.12,+1.2,+1.2,Matches
708,Bamba Dieng,sn,FW,DF,Marseille,Ligue 1,20,2000,1.4,0,1,0,0.0,0.70,0.00,0.00,,4.3,0,0,0,0.2,0.2,0.25,-0.2,-0.2,Matches
709,Eric Dier,eng,DF,,Tottenham,Premier League,26,1994,28.0,0,14,2,14.3,0.50,0.07,0.00,0.00,22.2,8,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
710,Daan Dierckx,be,DF,,Parma,Serie A,17,2003,5.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
711,Lucas Digne,fr,DF,MF,Everton,Premier League,27,1993,29.8,0,13,0,0.0,0.44,0.00,0.00,,23.7,3,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
712,Mitchell Dijks,nl,DF,,Bologna,Serie A,27,1993,16.5,0,2,0,0.0,0.12,0.00,0.00,,13.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
713,Javairô Dilrosun,nl,FW,MF,Hertha BSC,Bundesliga,22,1998,5.9,0,8,1,12.5,1.36,0.17,0.00,0.00,18.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
714,Federico Dimarco,it,DF,,Hellas Verona,Serie A,22,1997,29.0,5,38,12,31.6,1.31,0.41,0.13,0.42,21.0,6,0,0,2.8,2.8,0.08,+2.2,+2.2,Matches
715,Junior Dina Ebimbe,fr,FW,MF,Dijon,Ligue 1,19,2000,23.8,1,45,13,28.9,1.89,0.55,0.02,0.08,18.3,0,0,0,3.4,3.4,0.08,-2.4,-2.4,Matches
716,Tristan Dingomé,cm,MF,,Reims,Ligue 1,29,1991,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
717,Eren Dinkçi,de,MF,FW,Werder Bremen,Bundesliga,18,2001,1.2,1,3,2,66.7,2.50,1.67,0.33,0.50,12.9,0,0,0,0.5,0.5,0.17,+0.5,+0.5,Matches
718,Sinaly Diomande,ci,DF,,Lyon,Ligue 1,19,2001,12.6,0,16,3,18.8,1.27,0.24,0.00,0.00,15.4,0,0,0,1.3,1.3,0.08,-1.3,-1.3,Matches
719,Lois Diony,fr,FW,,Angers,Ligue 1,27,1992,19.4,5,28,13,46.4,1.44,0.67,0.14,0.31,15.3,0,1,1,4.0,3.3,0.12,+1.0,+0.7,Matches
720,Issa Diop,fr,DF,,West Ham,Premier League,23,1997,15.3,2,3,2,66.7,0.20,0.13,0.67,1.00,9.6,0,0,0,0.5,0.5,0.16,+1.5,+1.5,Matches
721,Papakouli Diop,sn,MF,,Eibar,La Liga,34,1986,25.8,1,28,9,32.1,1.08,0.35,0.04,0.11,18.7,0,0,0,1.7,1.6,0.06,-0.7,-0.6,Matches
722,Sofiane Diop,fr,MF,FW,Monaco,Ligue 1,20,2000,22.5,7,44,17,38.6,1.96,0.76,0.16,0.41,19.8,1,0,0,4.8,4.8,0.11,+2.2,+2.2,Matches
723,Andy Diouf,fr,FW,,Rennes,Ligue 1,17,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
724,Yehvann Diouf,fr,GK,,Reims,Ligue 1,20,1999,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
725,Assane Dioussé,sn,DF,,Saint-Étienne,Ligue 1,22,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
726,Jonas Dirkner,de,MF,,Hertha BSC,Bundesliga,18,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
727,Axel Disasi,fr,DF,,Monaco,Ligue 1,22,1998,22.3,3,18,6,33.3,0.81,0.27,0.17,0.50,11.6,0,0,0,2.4,2.4,0.14,+0.6,+0.6,Matches
728,Tiago Djaló,pt,DF,,Lille,Ligue 1,20,2000,9.7,0,2,0,0.0,0.21,0.00,0.00,,28.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
729,Djené,tg,DF,,Getafe,La Liga,28,1991,32.7,0,2,0,0.0,0.06,0.00,0.00,,9.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
730,Moussa Djenepo,ml,MF,,Southampton,Premier League,22,1998,13.8,1,14,2,14.3,1.02,0.15,0.07,0.50,20.2,0,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches
731,Koffi Djidji,ci,DF,,Crotone,Serie A,27,1992,16.9,1,4,2,50.0,0.24,0.12,0.25,0.50,10.8,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
732,Alexander Djiku,gh,DF,MF,Strasbourg,Ligue 1,25,1994,28.4,0,16,3,18.8,0.56,0.11,0.00,0.00,17.1,1,0,0,2.0,2.0,0.14,-2.0,-2.0,Matches
733,Berat Djimsiti,al,DF,,Atalanta,Serie A,27,1993,29.2,0,20,1,5.0,0.69,0.03,0.00,0.00,11.2,0,0,0,1.7,1.7,0.09,-1.7,-1.7,Matches
734,Marko Dmitrović,rs,GK,,Eibar,La Liga,28,1992,34.7,1,1,0,0.0,0.03,0.00,0.00,,46.8,0,1,2,1.6,0.0,0.04,-0.6,0.0,Matches
735,Ritsu Doan,jp,MF,FW,Arminia,Bundesliga,22,1998,30.8,5,69,21,30.4,2.24,0.68,0.07,0.24,19.9,7,0,0,5.2,5.1,0.07,-0.2,-0.1,Matches
736,Mihai Dobre,ro,FW,,Dijon,Ligue 1,21,1998,5.9,0,9,1,11.1,1.53,0.17,0.00,0.00,16.8,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
737,Matt Doherty,ie,DF,,Tottenham,Premier League,28,1992,13.8,0,3,1,33.3,0.22,0.07,0.00,0.00,16.7,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches
738,Jeremy Doku,be,MF,FW,Rennes,Ligue 1,18,2002,25.7,2,36,7,19.4,1.40,0.27,0.06,0.29,18.2,0,0,0,2.8,2.8,0.08,-0.8,-0.8,Matches
739,Kasper Dolberg,dk,FW,,Nice,Ligue 1,22,1997,21.4,6,35,16,45.7,1.63,0.75,0.11,0.25,13.5,1,2,2,8.4,6.8,0.19,-2.4,-2.8,Matches
740,Keagan Dolly,za,MF,,Montpellier,Ligue 1,27,1993,5.0,0,5,0,0.0,1.00,0.00,0.00,,26.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
741,Jaume Doménech,es,GK,,Valencia,La Liga,29,1990,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
742,Carlos Dominguez,es,DF,,Celta Vigo,La Liga,19,2001,4.0,0,1,1,100.0,0.25,0.25,0.00,0.00,8.4,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
743,Nicolás Domínguez,ar,MF,,Bologna,Serie A,22,1998,13.9,1,18,5,27.8,1.29,0.36,0.06,0.20,19.7,0,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches
744,John Donald,es,DF,MF,Elche,La Liga,19,2000,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
745,Ji Dong-won,kr,FW,,Mainz 05,Bundesliga,29,1991,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
746,Anastasios Donis,gr,MF,,Reims,Ligue 1,23,1996,1.1,0,1,0,0.0,0.93,0.00,0.00,,29.3,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
747,Gianluigi Donnarumma,it,GK,,Milan,Serie A,21,1999,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
748,Bas Dost,nl,FW,,Eint Frankfurt,Bundesliga,31,1989,9.1,4,14,8,57.1,1.54,0.88,0.21,0.38,10.5,0,1,1,4.0,3.2,0.23,0.0,-0.2,Matches
749,Abdoulaye Doucouré,ml,MF,,Everton,Premier League,27,1993,27.1,2,18,5,27.8,0.66,0.18,0.11,0.40,17.4,0,0,0,2.3,2.3,0.13,-0.3,-0.3,Matches
750,Cheick Doucouré,ml,MF,,Lens,Ligue 1,20,2000,29.2,2,35,5,14.3,1.20,0.17,0.06,0.40,25.8,0,0,0,1.3,1.3,0.04,+0.7,+0.7,Matches
751,Fodé Doucouré,ml,DF,,Reims,Ligue 1,19,2001,3.7,0,3,2,66.7,0.81,0.54,0.00,0.00,22.6,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches
752,Mahamadou Doucouré,ml,FW,MF,Nîmes,Ligue 1,20,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
753,Cheick Doukouré,ci,MF,FW,Levante,La Liga,27,1992,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
754,Idrissa Doumbia,ci,MF,,Huesca,La Liga,22,1998,8.7,0,4,0,0.0,0.46,0.00,0.00,,22.0,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
755,Moussa Doumbia,ml,MF,FW,Reims,Ligue 1,25,1994,10.0,0,15,3,20.0,1.50,0.30,0.00,0.00,22.8,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
756,Souleyman Doumbia,ci,DF,,Angers,Ligue 1,23,1996,24.7,0,7,2,28.6,0.28,0.08,0.00,0.00,21.3,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
757,Aleksandar Dragović,at,DF,,Leverkusen,Bundesliga,29,1991,12.6,1,4,2,50.0,0.32,0.16,0.25,0.50,19.1,0,0,0,0.2,0.2,0.06,+0.8,+0.8,Matches
758,Bartłomiej Drągowski,pl,GK,,Fiorentina,Serie A,22,1997,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
759,Denis Drăguș,ro,FW,MF,Crotone,Serie A,21,1999,2.0,0,4,0,0.0,2.03,0.00,0.00,,25.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
760,Radu Drăgușin,ro,DF,,Juventus,Serie A,18,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
761,Mouhamadou Drammeh,fr,MF,,Reims,Ligue 1,21,1999,1.9,0,1,0,0.0,0.52,0.00,0.00,,30.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
762,Julian Draxler,de,MF,FW,Paris S-G,Ligue 1,26,1993,11.8,4,11,4,36.4,0.93,0.34,0.36,1.00,17.0,0,0,0,1.6,1.6,0.15,+2.4,+2.4,Matches
763,Dominick Drexler,de,MF,FW,Köln,Bundesliga,30,1990,13.7,2,12,2,16.7,0.88,0.15,0.17,1.00,13.6,0,0,0,2.1,2.1,0.17,-0.1,-0.1,Matches
764,Matthieu Dreyer,fr,GK,,Lorient,Ligue 1,31,1989,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
765,Domingos Duarte,pt,DF,,Granada,La Liga,25,1995,26.3,1,6,2,33.3,0.23,0.08,0.17,0.50,8.4,0,0,0,1.4,1.4,0.23,-0.4,-0.4,Matches
766,Léo Duarte,br,DF,,Milan,Serie A,24,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
767,Óscar Duarte,cr,DF,,Levante,La Liga,31,1989,22.9,1,7,3,42.9,0.31,0.13,0.14,0.33,10.0,0,0,0,0.8,0.8,0.11,+0.2,+0.2,Matches
768,Rubén Duarte,es,DF,,Alavés,La Liga,24,1995,28.3,1,14,2,14.3,0.50,0.07,0.07,0.50,20.6,0,0,0,1.4,1.4,0.10,-0.4,-0.4,Matches
769,Leo Dubois,fr,DF,,Lyon,Ligue 1,25,1994,32.3,2,20,3,15.0,0.62,0.09,0.10,0.67,21.1,0,0,0,1.1,1.1,0.06,+0.9,+0.9,Matches
770,Martin Dúbravka,sk,GK,,Newcastle Utd,Premier League,31,1989,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
771,Ondrej Duda,sk,FW,MF,Köln,Bundesliga,25,1994,28.2,7,46,13,28.3,1.63,0.46,0.09,0.31,22.7,4,3,4,6.4,3.3,0.07,+0.6,+0.7,Matches
772,Unai Dufur,es,DF,,Eibar,La Liga,21,1999,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
773,Haris Duljević,ba,MF,FW,Nîmes,Ligue 1,26,1993,8.6,0,15,5,33.3,1.75,0.58,0.00,0.00,22.1,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
774,Paul Dummett,wls,DF,,Newcastle Utd,Premier League,28,1991,13.9,1,3,1,33.3,0.22,0.07,0.33,1.00,9.2,0,0,0,0.3,0.3,0.11,+0.7,+0.7,Matches
775,Alfred Duncan,gh,MF,,Fiorentina,Serie A,27,1993,1.8,0,1,0,0.0,0.56,0.00,0.00,,26.5,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
776,Alfred Duncan,gh,MF,,Cagliari,Serie A,27,1993,11.9,0,7,0,0.0,0.59,0.00,0.00,,26.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
777,Lewis Dunk,eng,DF,,Brighton,Premier League,28,1991,32.6,5,32,14,43.8,0.98,0.43,0.16,0.36,15.2,3,0,0,2.2,2.2,0.07,+2.8,+2.8,Matches
778,Jimmy Dunne,ie,DF,,Burnley,Premier League,22,1997,3.0,1,7,1,14.3,2.33,0.33,0.14,1.00,11.5,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches
779,Erik Durm,de,DF,,Eint Frankfurt,Bundesliga,28,1992,16.4,1,20,6,30.0,1.22,0.36,0.05,0.17,20.0,0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
780,Hugo Duro,es,FW,,Real Madrid,La Liga,20,1999,0.6,0,1,0,0.0,1.64,0.00,0.00,,7.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
781,Jean-Kevin Duverne,ht,DF,,Brest,Ligue 1,23,1997,22.5,1,10,1,10.0,0.44,0.04,0.10,1.00,13.2,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
782,Paulo Dybala,ar,FW,,Juventus,Serie A,26,1993,12.6,4,51,15,29.4,4.05,1.19,0.08,0.27,19.3,5,0,0,4.6,4.6,0.09,-0.6,-0.6,Matches
