Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
794,Dion Drena Beljo,hr,FW,,Augsburg,Bundesliga,20,2002,12.5,250,242,5,0,0,0,5,1,0,0,0,0,159,3,4
795,Dominick Drexler,de,MF,FW,Schalke 04,Bundesliga,32,1990,15.2,498,464,32,5,2,0,47,14,12,6,3,0,325,2,27
796,Domingos Duarte,pt,DF,,Getafe,La Liga,27,1995,29.5,963,927,34,31,0,10,0,3,0,0,0,0,742,2,4
797,Martin Dúbravka,sk,GK,,Newcastle Utd,Premier League,33,1989,1.7,54,38,16,1,0,0,0,0,0,0,0,0,49,0,0
798,Marvin Ducksch,de,FW,,Werder Bremen,Bundesliga,28,1994,31.7,956,742,206,69,8,15,164,6,91,25,46,1,583,8,15
799,Ondrej Duda,sk,MF,,Hellas Verona,Serie A,27,1994,11.8,433,400,30,10,2,6,14,2,7,4,1,0,323,3,9
800,Ondrej Duda,sk,MF,,Köln,Bundesliga,27,1994,7.7,279,259,19,6,0,7,12,2,1,1,0,0,208,1,10
801,Shane Duffy,ie,DF,FW,Fulham,Premier League,30,1992,0.2,20,19,1,0,0,0,0,0,0,0,0,0,16,0,0
802,Rémy Dugimont,fr,FW,MF,Auxerre,Ligue 1,36,1986,1.3,61,59,2,0,0,1,0,0,0,0,0,0,41,0,3
803,Denzel Dumfries,nl,DF,,Inter,Serie A,26,1996,24.6,1004,833,168,6,1,2,82,162,0,0,0,0,745,3,27
804,Alfred Duncan,gh,MF,,Fiorentina,Serie A,29,1993,12.3,540,518,19,9,4,2,26,6,4,0,4,0,421,3,10
805,Lewis Dunk,eng,DF,,Brighton,Premier League,30,1991,36.0,3223,3064,156,111,4,21,2,10,0,0,0,0,2911,3,13
806,Maxime Dupé,fr,GK,,Toulouse,Ligue 1,29,1993,38.0,1271,918,352,88,0,2,0,0,0,0,0,0,994,1,1
807,Jhon Durán,co,FW,MF,Aston Villa,Premier League,18,2003,1.5,29,26,3,0,0,0,2,1,0,0,0,0,16,0,1
808,Pablo Durán,es,MF,DF,Celta Vigo,La Liga,21,2001,0.4,21,21,0,0,0,0,1,0,0,0,0,0,14,0,0
809,Julien Duranville,be,MF,,Dortmund,Bundesliga,16,2006,0.3,17,16,1,0,0,0,7,1,0,0,0,0,11,0,1
810,Hugo Duro,es,FW,,Valencia,La Liga,22,1999,15.4,277,248,27,2,0,3,2,1,0,0,0,0,203,2,9
811,Jean-Kevin Duverne,ht,DF,,Brest,Ligue 1,25,1997,27.9,1480,1188,285,16,0,9,85,269,0,0,0,0,1059,7,39
812,Paulo Dybala,ar,MF,FW,Roma,Serie A,28,1993,19.3,833,734,97,23,5,28,82,10,54,14,37,0,650,2,28
813,Edin Džeko,ba,FW,,Inter,Serie A,36,1986,19.2,528,505,20,1,6,8,24,1,0,0,0,0,364,3,16
814,Malcolm Ebiowei,eng,MF,FW,Crystal Palace,Premier League,18,2003,0.4,10,10,0,0,0,0,3,0,0,0,0,0,5,0,2
815,Festy Ebosele,ie,DF,,Udinese,Serie A,19,2002,4.6,151,137,14,1,1,0,16,13,0,0,0,0,101,0,6
816,Enzo Ebosse,cm,DF,,Udinese,Serie A,23,1999,10.3,557,479,77,17,0,11,15,59,1,0,0,0,453,1,3
817,Tyronne Ebuehi,ng,DF,,Empoli,Serie A,26,1995,21.4,881,684,192,7,0,0,28,185,0,0,0,0,688,5,28
818,Ederson,br,GK,,Manchester City,Premier League,28,1993,35.0,1257,1049,207,55,1,8,0,0,0,0,0,0,1079,1,1
819,Éderson,br,MF,,Atalanta,Serie A,23,1999,24.6,1091,1061,28,19,1,20,15,2,4,2,0,0,884,2,28
820,Odsonne Édouard,fr,FW,,Crystal Palace,Premier League,24,1998,20.0,412,390,20,0,1,0,4,0,0,0,0,0,295,2,12
821,Samuel Edozie,eng,FW,MF,Southampton,Premier League,19,2003,6.3,164,163,0,0,1,0,11,0,0,0,0,0,111,1,12
822,Maximilian Eggestein,de,MF,,Freiburg,Bundesliga,25,1996,27.2,864,852,9,9,2,2,12,0,0,0,0,0,660,3,31
823,Lilian Egloff,de,MF,FW,Stuttgart,Bundesliga,19,2002,2.7,73,66,4,0,2,0,2,1,0,0,0,0,42,3,2
824,Íñigo Eguaras,es,MF,,Almería,La Liga,30,1992,10.7,543,524,15,11,5,5,3,1,2,0,0,0,458,4,7
825,Kingsley Ehizibue,nl,DF,,Udinese,Serie A,27,1995,17.1,565,493,72,1,0,2,37,70,1,0,0,0,412,0,30
826,Kingsley Ehizibue,nl,DF,,Köln,Bundesliga,27,1995,0.7,24,18,6,1,0,0,0,5,0,0,0,0,15,0,1
827,Julian Eitschberger,de,FW,,Hertha BSC,Bundesliga,18,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
828,Chidera Ejuke,ng,FW,MF,Hertha BSC,Bundesliga,24,1998,9.9,292,282,8,1,3,2,16,4,3,1,1,0,227,2,6
829,Albin Ekdal,se,MF,,Spezia,Serie A,33,1989,19.3,782,756,24,20,1,4,4,2,0,0,0,0,606,2,14
830,Hugo Ekitike,fr,FW,,Paris S-G,Ligue 1,20,2002,12.8,331,310,20,1,3,1,2,0,0,0,0,0,271,1,6
831,Emmanuel Ekong,se,FW,MF,Empoli,Serie A,20,2002,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
832,Anthony Elanga,se,FW,,Manchester Utd,Premier League,20,2002,4.7,130,127,3,0,0,1,7,2,0,0,0,0,95,0,2
833,Alberth Elis,hn,MF,FW,Brest,Ligue 1,26,1996,2.9,44,43,1,0,1,0,2,0,0,0,0,0,33,0,2
834,Mikael Ellertsson,is,MF,DF,Spezia,Serie A,20,2002,1.9,40,39,1,0,0,0,3,0,1,1,0,0,24,0,1
835,Harvey Elliott,eng,MF,FW,Liverpool,Premier League,19,2003,17.9,1009,962,39,0,8,4,34,10,2,1,0,0,809,8,24
836,Elif Elmas,mk,FW,MF,Napoli,Serie A,22,1999,18.1,1012,968,40,10,3,3,30,11,16,3,9,0,879,4,11
837,Mohamed Elneny,eg,MF,,Arsenal,Premier League,30,1992,1.3,60,58,2,2,0,0,0,0,0,0,0,0,57,0,1
838,Aritz Elustondo,es,DF,,Real Sociedad,La Liga,28,1994,16.1,809,680,125,14,0,1,9,111,0,0,0,0,653,4,9
839,Nico Elvedi,ch,DF,,Gladbach,Bundesliga,25,1996,31.4,2149,2072,74,55,2,3,0,1,0,0,0,0,1967,3,13
840,Rodrigo Ely,br,DF,,Almería,La Liga,28,1993,35.1,1475,1393,78,75,2,16,3,2,0,0,0,0,1197,4,6
841,Mohamed Elyounoussi,no,MF,FW,Southampton,Premier League,27,1994,24.1,633,610,21,2,7,1,34,16,1,1,0,0,426,2,22
842,Adri Embarba,es,FW,MF,Almería,La Liga,30,1992,16.4,557,474,80,15,0,7,127,7,58,29,17,1,356,3,24
843,Adri Embarba,es,FW,,Espanyol,La Liga,30,1992,0.4,6,5,1,1,0,0,2,0,0,0,0,0,4,0,0
844,Breel Embolo,ch,FW,,Monaco,Ligue 1,25,1997,20.7,448,424,16,1,3,3,4,1,0,0,0,0,307,8,21
845,Emerson,br,DF,,Tottenham,Premier League,23,1999,19.3,1060,884,170,23,2,6,46,146,1,0,0,0,848,6,37
846,Youssef En-Nesyri,ma,FW,,Sevilla,La Liga,25,1997,18.5,241,204,35,0,1,2,4,2,0,0,0,0,156,2,5
847,Julio Enciso,py,FW,MF,Brighton,Premier League,18,2004,9.0,258,249,8,0,3,1,12,3,0,0,0,0,179,1,5
848,Wataru Endo,jp,MF,,Stuttgart,Bundesliga,29,1993,32.5,1477,1448,24,20,7,10,7,4,0,0,0,0,1170,5,31
849,Arne Engels,be,MF,,Augsburg,Bundesliga,18,2003,16.0,619,507,108,39,2,8,101,5,64,29,33,1,397,4,24
850,Christian Eriksen,dk,MF,,Manchester Utd,Premier League,30,1992,22.8,1485,1373,106,32,9,20,81,7,62,27,16,2,1203,6,28
851,Martin Erlic,hr,DF,,Sassuolo,Serie A,24,1998,25.9,1295,1236,57,53,2,20,2,4,0,0,0,0,1111,2,8
852,Tjark Ernst,de,GK,,Hertha BSC,Bundesliga,19,2003,1.0,35,19,16,3,0,1,0,0,0,0,0,0,26,0,0
853,Gonzalo Escalante,ar,MF,,Cremonese,Serie A,29,1993,6.2,290,279,8,4,0,1,1,0,0,0,0,0,222,3,8
854,Gonzalo Escalante,ar,MF,,Cádiz,La Liga,29,1993,12.5,433,419,11,6,2,4,4,0,0,0,0,0,325,3,4
855,Sergio Escudero,es,DF,,Valladolid,La Liga,32,1989,16.0,743,548,189,23,0,6,56,147,19,5,13,0,528,6,23
856,Alfonso Espino,uy,DF,,Cádiz,La Liga,30,1992,34.7,1542,1206,328,40,4,15,110,280,8,1,5,0,989,8,53
857,Bernardo Espinosa,co,DF,,Girona,La Liga,33,1989,13.6,913,881,30,26,0,5,0,2,0,0,0,0,812,2,2
858,Salvatore Esposito,it,MF,,Spezia,Serie A,21,2000,10.8,653,570,81,41,1,9,54,1,39,25,10,0,500,2,12
859,Maxime Estève,fr,DF,,Montpellier,Ligue 1,20,2002,18.3,748,712,35,30,0,0,1,4,0,0,0,0,609,1,8
860,Pervis Estupiñán,ec,DF,,Brighton,Premier League,24,1998,29.7,1926,1687,234,31,5,8,101,199,4,0,3,0,1576,5,57
861,Jonny Evans,nir,DF,,Leicester City,Premier League,34,1988,11.7,789,764,24,23,0,2,0,1,0,0,0,0,690,1,4
862,Edu Expósito,es,MF,,Espanyol,La Liga,25,1996,12.9,530,479,49,21,3,5,48,2,13,6,3,0,389,2,10
863,Eberechi Eze,eng,MF,FW,Crystal Palace,Premier League,24,1998,29.3,1178,1019,149,70,11,5,78,7,51,22,12,1,923,10,15
864,Kimberly Ezekwem,de,DF,,Freiburg,Bundesliga,21,2001,0.1,8,7,1,0,0,0,0,1,0,0,0,0,6,0,0
865,Nicolás Ezequiel Fernández,ar,MF,DF,Elche,La Liga,22,2000,5.7,240,203,37,5,1,3,33,23,9,3,5,0,178,0,13
866,Abde Ezzalzouli,ma,FW,MF,Osasuna,La Liga,20,2001,16.7,549,516,26,3,3,5,76,16,7,1,2,0,365,7,33
867,Łukasz Fabiański,pl,GK,,West Ham,Premier League,37,1985,34.6,930,587,339,90,0,2,0,0,0,0,0,0,598,4,0
868,Fabinho,br,MF,,Liverpool,Premier League,28,1993,29.7,1832,1789,38,31,5,6,5,7,0,0,0,0,1617,5,18
869,Fábio,br,DF,MF,Nantes,Ligue 1,32,1990,2.5,117,94,21,1,0,0,6,20,0,0,0,0,87,2,2
870,Noah Fadiga,sn,DF,,Brest,Ligue 1,22,1999,14.5,625,504,120,8,0,1,10,112,0,0,0,0,499,1,14
871,Wout Faes,be,DF,,Leicester City,Premier League,24,1998,31.0,1846,1789,54,48,2,9,0,1,0,0,0,0,1581,3,10
872,Wout Faes,be,DF,,Reims,Ligue 1,24,1998,3.0,115,106,8,7,1,0,0,0,0,0,0,0,95,1,1
873,Nicolò Fagioli,it,MF,,Juventus,Serie A,21,2001,16.9,607,574,32,11,5,10,23,12,9,2,4,0,505,1,14
874,Ralf Fährmann,de,GK,,Schalke 04,Bundesliga,33,1988,11.4,442,320,121,38,0,0,0,0,0,0,0,0,304,1,0
875,Romain Faivre,fr,MF,FW,Lorient,Ligue 1,24,1998,13.8,543,496,44,16,4,2,26,6,19,11,3,0,452,3,11
876,Romain Faivre,fr,MF,,Lyon,Ligue 1,24,1998,3.3,170,149,19,8,0,1,17,0,10,8,2,0,145,2,1
877,Radamel Falcao,co,FW,MF,Rayo Vallecano,La Liga,36,1986,6.8,167,157,9,0,0,1,0,0,1,0,0,0,123,1,5
878,Wladimiro Falcone,it,GK,,Lecce,Serie A,27,1995,38.0,1167,771,387,105,0,4,0,0,0,0,0,0,597,9,0
879,Fali,es,DF,MF,Cádiz,La Liga,28,1993,19.0,593,567,25,25,2,13,2,0,0,0,0,0,455,1,4
880,Fallou Fall,sn,DF,,Reims,Ligue 1,18,2004,0.4,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0
881,Mamadou Fall,sn,DF,,Villarreal,La Liga,19,2002,0.3,16,11,5,0,0,1,1,5,0,0,0,0,13,0,1
882,Davide Faraoni,it,DF,,Hellas Verona,Serie A,30,1991,16.5,592,451,137,7,1,6,37,130,0,0,0,0,394,4,15
883,Ansu Fati,es,FW,,Barcelona,La Liga,19,2002,15.5,609,590,14,3,1,3,9,3,5,1,0,0,509,5,21
884,Khalil Fayad,fr,MF,,Montpellier,Ligue 1,18,2004,8.0,341,330,10,6,2,2,10,1,3,2,1,0,283,1,3
885,Cheikh Faye,sn,FW,,Montpellier,Ligue 1,23,1999,0.4,9,6,2,0,0,0,0,0,0,0,0,0,5,1,0
886,Federico Fazio,ar,DF,,Salernitana,Serie A,35,1987,11.9,536,503,33,18,0,8,4,15,0,0,0,0,410,0,6
887,Jacopo Fazzini,it,MF,,Empoli,Serie A,19,2003,9.2,326,305,19,8,1,1,11,2,5,3,2,0,257,2,10
888,Zouhair Feddal,ma,DF,,Valladolid,La Liga,33,1989,4.2,201,187,13,11,0,5,1,0,0,0,0,0,159,1,1
889,Nabil Fekir,fr,MF,,Betis,La Liga,29,1993,10.7,484,416,66,27,2,3,48,4,33,13,16,0,378,2,7
890,Felipe,br,DF,,Nott'ham Forest,Premier League,33,1989,15.8,568,545,20,13,0,3,2,7,0,0,0,0,411,3,11
891,Felipe,br,DF,,Atlético Madrid,La Liga,33,1989,2.2,132,128,3,2,0,0,0,1,0,0,0,0,121,1,1
892,Luiz Felipe,it,DF,,Betis,La Liga,25,1997,19.6,884,843,39,36,0,9,2,3,0,0,0,0,753,2,11
893,João Félix,pt,FW,MF,Chelsea,Premier League,22,1999,10.5,356,314,39,5,5,4,19,5,12,2,9,0,274,3,9
894,João Félix,pt,FW,MF,Atlético Madrid,La Liga,22,1999,7.2,228,209,18,6,7,2,8,3,4,3,0,0,171,1,5
895,Ohis Felix Uduokhai,de,DF,,Augsburg,Bundesliga,24,1997,16.1,734,702,29,25,0,6,1,3,0,0,0,0,558,3,13
896,Kiko Femenía,es,DF,,Villarreal,La Liga,31,1991,12.6,778,661,114,16,0,1,31,97,1,0,0,0,667,3,14
897,Evan Ferguson,ie,FW,,Brighton,Premier League,17,2004,10.6,225,203,21,0,1,0,2,0,0,0,0,0,180,1,3
898,Lewis Ferguson,sct,MF,FW,Bologna,Serie A,22,1999,25.7,1218,1190,25,11,4,0,13,12,0,0,0,0,1039,3,20
899,Bruno Fernandes,pt,MF,FW,Manchester Utd,Premier League,27,1994,36.8,2030,1838,182,32,35,36,141,24,83,20,23,2,1498,10,65
900,Edimilson Fernandes,ch,DF,,Mainz 05,Bundesliga,26,1996,27.1,1190,1051,133,44,0,16,80,42,47,24,22,0,832,6,26
901,Aitor Fernández,es,GK,,Osasuna,La Liga,31,1991,21.0,793,528,261,87,0,2,0,0,0,0,0,0,518,4,0
902,Álex Fernández,es,MF,FW,Cádiz,La Liga,29,1992,17.5,720,656,63,34,2,10,37,1,21,8,6,0,602,1,7
903,Álvaro Fernández,es,GK,,Espanyol,La Liga,24,1998,11.0,358,203,153,50,0,2,0,0,0,0,0,0,231,2,0
904,Carlos Fernández,es,FW,,Real Sociedad,La Liga,26,1996,7.0,148,143,5,0,1,0,0,1,0,0,0,0,96,0,1
905,Enzo Fernández,ar,MF,,Chelsea,Premier League,21,2001,17.2,1440,1381,56,51,11,17,14,2,3,1,1,0,1269,3,13
906,Federico Fernández,ar,DF,,Elche,La Liga,33,1989,1.0,14,13,1,1,0,0,0,0,0,0,0,0,8,0,0
907,Joaquín Fernández,es,DF,,Valladolid,La Liga,26,1996,24.0,994,943,46,31,0,14,1,8,0,0,0,0,820,5,9
908,Valery Fernández,es,MF,DF,Girona,La Liga,22,1999,10.7,356,323,33,3,0,0,23,27,2,0,0,0,295,0,11
909,Fernando,es,GK,,Almería,La Liga,32,1990,36.5,1313,836,472,131,0,2,0,0,0,0,0,0,919,5,1
910,Fernando,br,MF,DF,Sevilla,La Liga,35,1987,17.5,873,836,31,25,0,21,2,3,0,0,0,0,768,6,6
911,Alex Ferrari,it,DF,,Sampdoria,Serie A,28,1994,9.6,456,433,23,21,0,3,4,2,0,0,0,0,384,0,8
912,Alex Ferrari,it,DF,,Cremonese,Serie A,28,1994,11.2,458,415,43,18,0,4,6,25,0,0,0,0,339,0,8
913,Salvador Ferrer,es,DF,,Spezia,Serie A,24,1998,1.5,95,81,14,1,0,0,1,13,0,0,0,0,73,0,1
914,Jordan Ferri,fr,MF,,Montpellier,Ligue 1,30,1992,30.4,1989,1880,101,83,7,17,30,14,1,0,0,0,1695,8,25
915,Fidel,es,MF,FW,Elche,La Liga,32,1989,19.0,897,842,46,9,7,14,57,6,31,14,10,0,631,9,35
916,Karol Fila,pl,DF,,Strasbourg,Ligue 1,24,1998,0.5,41,39,2,0,0,0,3,2,0,0,0,0,33,0,0
917,Vincenzo Fiorillo,it,GK,,Salernitana,Serie A,32,1990,1.0,24,17,7,2,0,0,0,0,0,0,0,0,16,0,0
918,Roberto Firmino,br,FW,MF,Liverpool,Premier League,30,1991,13.5,566,548,16,1,8,0,12,6,0,0,0,0,444,2,21
919,Junior Firpo,do,DF,,Leeds United,Premier League,25,1996,15.2,621,505,114,8,1,1,12,106,0,0,0,0,454,2,18
920,Kilian Fischer,de,DF,FW,Wolfsburg,Bundesliga,21,2000,5.6,273,210,63,4,0,0,12,59,0,0,0,0,223,0,9
921,Mark Flekken,nl,GK,,Freiburg,Bundesliga,29,1993,34.0,1468,1138,324,93,0,15,0,0,0,0,0,0,1035,6,2
922,Florian Flick,de,MF,,Schalke 04,Bundesliga,22,2000,5.7,185,180,3,3,0,1,1,0,0,0,0,0,129,2,3
923,Alexis Flips,fr,FW,MF,Reims,Ligue 1,22,2000,22.0,1034,872,154,49,10,10,139,56,45,18,18,0,690,8,35
924,Alessandro Florenzi,it,DF,,Milan,Serie A,31,1991,2.3,172,136,35,7,0,1,22,22,6,2,4,0,130,1,0
925,Phil Foden,eng,FW,,Manchester City,Premier League,22,2000,20.5,1111,1046,61,9,4,4,91,13,39,4,26,2,904,4,32
926,Seko Fofana,ci,MF,,Lens,Ligue 1,27,1995,34.1,1820,1806,12,10,5,17,54,2,0,0,0,0,1590,2,32
927,Wesley Fofana,fr,DF,,Leicester City,Premier League,21,2000,2.0,140,138,1,1,0,0,0,0,0,0,0,0,117,1,3
928,Wesley Fofana,fr,DF,,Chelsea,Premier League,21,2000,13.1,872,842,29,23,0,3,3,6,0,0,0,0,779,1,4
929,Yahia Fofana,ci,GK,,Angers,Ligue 1,21,2000,11.0,325,229,96,27,0,0,0,0,0,0,0,0,227,0,0
930,Youssouf Fofana,fr,MF,,Monaco,Ligue 1,23,1999,34.3,1738,1683,44,30,11,13,7,3,0,0,0,0,1419,11,21
931,Thomas Foket,be,DF,,Reims,Ligue 1,27,1994,22.0,1257,1039,214,14,0,6,57,200,0,0,0,0,1011,4,32
932,José Fonte,pt,DF,,Lille,Ligue 1,38,1983,28.8,1979,1868,107,78,0,12,3,5,0,0,0,0,1781,4,7
933,Pablo Fornals,es,FW,MF,West Ham,Premier League,26,1996,16.7,771,719,48,6,7,10,59,7,21,18,2,0,557,4,22
934,Emil Forsberg,se,MF,FW,RB Leipzig,Bundesliga,30,1991,16.5,520,499,18,4,3,2,17,4,8,3,4,0,422,3,10
935,Adam Forshaw,eng,MF,,Leeds United,Premier League,30,1991,5.3,244,222,22,7,0,2,20,2,9,6,2,0,196,0,4
936,Fraser Forster,eng,GK,,Tottenham,Premier League,34,1988,13.5,363,241,121,28,0,0,0,0,0,0,0,0,266,1,1
937,Philipp Förster,de,MF,,Bochum,Bundesliga,27,1995,14.5,546,450,92,33,2,2,77,11,41,25,13,0,394,4,14
938,Steven Fortes,cv,DF,,Lens,Ligue 1,30,1992,0.1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
939,Timothy Fosu-Mensah,nl,DF,,Leverkusen,Bundesliga,24,1998,2.1,119,96,22,2,0,1,4,20,0,0,0,0,93,1,3
940,Dimitri Foulquier,fr,DF,,Valencia,La Liga,29,1993,19.3,932,712,217,22,0,2,86,194,1,0,0,0,663,3,37
941,Juan Foyth,ar,DF,,Villarreal,La Liga,24,1998,21.8,1276,1058,211,41,4,14,10,170,0,0,0,0,1116,7,13
942,Raphael Framberger,de,DF,FW,Augsburg,Bundesliga,26,1995,2.0,64,44,20,0,0,0,4,20,0,0,0,0,33,0,3
943,Tyrese Francois,au,FW,,Fulham,Premier League,22,2000,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
944,Bartol Franjić,hr,MF,,Wolfsburg,Bundesliga,22,2000,2.5,79,79,0,0,0,0,1,0,0,0,0,0,61,0,1
945,Przemysław Frankowski,pl,DF,MF,Lens,Ligue 1,27,1995,31.5,1828,1414,409,64,2,5,255,234,111,43,50,0,1364,5,33
946,Ryan Fraser,sct,FW,,Newcastle Utd,Premier League,28,1994,3.5,122,112,7,2,0,0,13,2,3,0,1,0,85,3,4
947,Davide Frattesi,it,MF,,Sassuolo,Serie A,22,1999,31.9,1024,998,25,19,6,21,21,6,0,0,0,0,812,1,25
948,Oscar Fraulo,dk,FW,MF,Gladbach,Bundesliga,18,2003,0.1,16,16,0,0,0,0,0,0,0,0,0,0,10,0,0
949,Fred,br,MF,,Manchester Utd,Premier League,29,1993,13.9,781,761,16,9,7,1,14,1,3,0,1,0,618,4,26
950,Ryan Fredericks,eng,DF,,Bournemouth,Premier League,29,1992,5.9,220,177,43,1,0,0,15,42,0,0,0,0,149,0,11
951,Iván Fresneda,es,DF,,Valladolid,La Liga,17,2004,19.4,922,729,190,19,1,0,59,171,0,0,0,0,710,3,30
952,Remo Freuler,ch,MF,,Nott'ham Forest,Premier League,30,1992,24.0,836,812,23,20,0,2,5,2,0,0,0,0,664,1,17
953,Michael Frey,ch,FW,,Schalke 04,Bundesliga,28,1994,9.6,222,214,7,0,2,0,8,1,0,0,0,0,127,1,9
954,Marco Friedl,at,DF,,Werder Bremen,Bundesliga,24,1998,28.8,1731,1636,90,58,1,35,27,22,10,0,3,0,1407,5,18
955,Marvin Friedrich,de,DF,,Gladbach,Bundesliga,26,1995,13.9,965,928,33,30,1,7,1,3,0,0,0,0,830,4,8
956,Jeremie Frimpong,nl,DF,MF,Leverkusen,Bundesliga,21,2000,30.1,1232,992,239,13,0,4,70,226,0,0,0,0,982,1,35
957,Chris Führich,de,FW,MF,Stuttgart,Bundesliga,24,1998,20.9,704,633,69,9,2,13,50,21,31,6,18,0,552,2,15
958,Angelo Fulgini,fr,MF,FW,Lens,Ligue 1,25,1996,9.5,501,423,75,23,5,0,62,4,47,17,21,1,380,3,9
959,Angelo Fulgini,fr,MF,,Mainz 05,Bundesliga,25,1996,5.8,238,230,7,0,1,1,7,5,1,0,0,0,188,1,3
960,Niclas Füllkrug,de,FW,,Werder Bremen,Bundesliga,29,1993,27.5,929,908,17,0,4,15,20,1,0,0,0,0,581,4,36
961,Matteo Gabbia,it,DF,,Milan,Serie A,22,1999,6.8,359,346,13,7,0,1,2,1,0,0,0,0,289,0,2
962,Manolo Gabbiadini,it,FW,MF,Sampdoria,Serie A,30,1991,26.2,625,590,32,4,9,2,25,5,12,2,8,0,428,3,23
963,Gianluca Gaetano,it,MF,,Napoli,Serie A,22,2000,0.8,62,58,2,2,0,0,1,0,0,0,0,0,48,2,1
964,Roberto Gagliardini,it,MF,,Inter,Serie A,28,1994,8.7,355,348,5,4,1,1,7,1,0,0,0,0,297,2,3
965,Adolfo Gaich,ar,FW,,Hellas Verona,Serie A,23,1999,8.1,165,160,4,0,0,0,0,0,0,0,0,0,94,1,4
966,Cody Gakpo,nl,FW,MF,Liverpool,Premier League,23,1999,16.2,392,381,9,0,3,0,17,2,4,3,0,0,293,2,11
967,Javi Galán,es,DF,,Celta Vigo,La Liga,27,1994,35.1,2039,1600,427,56,2,19,162,344,27,15,7,0,1577,12,47
968,Iñigo Ruiz de Galarreta,es,MF,,Mallorca,La Liga,28,1993,27.2,1243,1178,58,35,5,18,54,1,22,3,13,0,1016,7,20
969,Pablo Galdames Millán,cl,MF,,Cremonese,Serie A,25,1996,8.2,302,267,35,16,2,9,22,3,12,2,6,0,211,0,9
970,Conor Gallagher,eng,MF,,Chelsea,Premier League,22,2000,18.0,871,818,50,13,1,6,49,10,21,9,7,0,706,3,29
971,Antonino Gallo,it,DF,,Lecce,Serie A,22,2000,27.6,1254,980,267,20,0,14,89,247,0,0,0,0,843,7,24
972,Gauthier Gallon,fr,GK,,Troyes,Ligue 1,29,1993,29.6,951,599,349,108,0,5,0,0,0,0,0,0,633,3,0
973,Cristian Gamboa,cr,DF,,Bochum,Bundesliga,32,1989,16.4,684,572,109,2,1,3,43,107,0,0,0,0,458,3,12
974,Kévin Gameiro,fr,FW,,Strasbourg,Ligue 1,35,1987,23.3,747,706,39,1,8,1,19,3,0,0,0,0,591,2,30
975,Idrissa Gana Gueye,sn,MF,,Everton,Premier League,32,1989,28.6,1226,1205,17,13,1,4,10,3,0,0,0,0,1025,4,23
976,Ignatius Ganago,cm,FW,MF,Nantes,Ligue 1,23,1999,16.9,349,335,12,1,1,2,22,1,0,0,0,0,212,2,16
977,Ignatius Ganago,cm,FW,,Lens,Ligue 1,23,1999,0.7,11,9,2,0,0,0,0,0,0,0,0,0,10,0,0
978,Silvère Ganvoula M'Boussy,cg,FW,MF,Bochum,Bundesliga,26,1996,2.7,87,82,5,0,0,0,1,0,0,0,0,0,49,0,1
979,Aleix García,es,MF,,Girona,La Liga,25,1997,26.0,1657,1441,203,101,3,43,179,13,88,35,42,1,1370,13,22
980,Álvaro García,es,FW,MF,Rayo Vallecano,La Liga,29,1992,31.9,1036,968,61,4,1,4,159,53,4,2,0,0,664,7,49
981,Borja García,es,MF,FW,Girona,La Liga,31,1990,7.5,281,270,10,3,3,0,17,0,6,6,0,0,217,1,7
982,Carlos García,es,DF,,Cádiz,La Liga,22,2000,0.3,24,23,1,1,0,0,0,0,0,0,0,0,20,0,0
983,Dani García,es,MF,,Athletic Club,La Liga,32,1990,16.5,720,688,29,28,3,7,5,0,0,0,0,0,571,3,8
984,David García,es,DF,,Osasuna,La Liga,28,1994,29.8,1424,1385,38,36,1,14,2,2,0,0,0,0,1152,1,8
985,Eric García,es,DF,MF,Barcelona,La Liga,21,2001,15.7,1257,1205,50,33,2,13,0,16,0,0,0,0,1142,2,8
986,Fran Garcia,es,DF,,Rayo Vallecano,La Liga,22,1999,37.9,2071,1688,379,24,1,8,156,355,0,0,0,0,1626,4,61
987,Joan García,es,GK,,Espanyol,La Liga,21,2001,1.0,30,26,4,1,0,0,0,0,0,0,0,0,26,0,0
988,Raúl García,es,FW,MF,Athletic Club,La Liga,36,1986,10.7,318,306,10,2,1,3,13,4,0,0,0,0,199,2,9
989,Rubén García,es,FW,MF,Osasuna,La Liga,29,1993,12.9,567,493,71,30,6,5,79,3,35,16,14,2,411,3,15
990,Unai García,es,DF,,Osasuna,La Liga,30,1992,19.0,803,759,44,34,0,27,3,9,0,0,0,0,638,0,3
991,Alejandro Garnacho,ar,FW,MF,Manchester Utd,Premier League,18,2004,6.3,187,187,0,0,0,2,2,0,0,0,0,0,150,0,7
992,James Garner,eng,MF,DF,Everton,Premier League,21,2001,8.9,353,310,41,6,0,2,37,16,17,15,2,0,256,2,9
993,Felix Garreta,es,DF,,Betis,La Liga,18,2004,1.0,40,38,1,1,0,0,0,0,0,0,0,0,34,1,0
994,Aleix Garrido,es,FW,,Barcelona,La Liga,18,2004,0.1,3,3,0,0,0,0,1,0,0,0,0,0,2,0,0
